datetime,event_type
2349-10-27T03:29:15+00:00,Penumbral lunar eclipse
2350-03-24T21:41:45+00:00,Partial lunar eclipse
2350-09-17T02:53:42+00:00,Partial lunar eclipse
2351-03-14T00:11:28+00:00,Total lunar eclipse
2351-09-06T19:31:29+00:00,Total lunar eclipse
2352-03-01T23:38:06+00:00,Partial lunar eclipse
2352-08-26T11:25:28+00:00,Partial lunar eclipse
2353-01-20T13:53:15+00:00,Penumbral lunar eclipse
2353-02-19T03:32:40+00:00,Penumbral lunar eclipse
2353-07-17T09:34:08+00:00,Penumbral lunar eclipse
2354-01-10T03:34:45+00:00,Partial lunar eclipse
2354-07-06T10:52:44+00:00,Total lunar eclipse
2354-12-30T19:16:14+00:00,Total lunar eclipse
2355-06-25T12:45:06+00:00,Total lunar eclipse
2355-12-20T08:15:31+00:00,Partial lunar eclipse
2356-05-15T12:13:34+00:00,Penumbral lunar eclipse
2356-06-13T21:08:10+00:00,Penumbral lunar eclipse
2356-11-08T21:08:38+00:00,Penumbral lunar eclipse
2356-12-08T14:39:22+00:00,Penumbral lunar eclipse
2357-05-05T04:26:32+00:00,Partial lunar eclipse
2357-10-28T20:40:02+00:00,Partial lunar eclipse
2358-04-24T20:40:33+00:00,Total lunar eclipse
2358-10-18T00:18:22+00:00,Total lunar eclipse
2359-04-14T08:18:53+00:00,Partial lunar eclipse
2359-10-07T11:22:31+00:00,Partial lunar eclipse
2360-03-03T18:53:28+00:00,Penumbral lunar eclipse
2360-04-02T12:34:36+00:00,Penumbral lunar eclipse
2360-08-27T19:40:46+00:00,Penumbral lunar eclipse
2360-09-26T03:18:40+00:00,Penumbral lunar eclipse
2361-02-20T18:51:55+00:00,Partial lunar eclipse
2361-08-17T10:37:28+00:00,Partial lunar eclipse
2362-02-10T00:46:15+00:00,Total lunar eclipse
2362-08-06T19:25:59+00:00,Total lunar eclipse
2363-01-30T13:26:09+00:00,Partial lunar eclipse
2363-07-26T21:34:49+00:00,Partial lunar eclipse
2363-12-21T18:07:18+00:00,Penumbral lunar eclipse
2364-01-20T05:05:52+00:00,Penumbral lunar eclipse
2364-06-15T09:56:03+00:00,Penumbral lunar eclipse
2364-12-10T05:35:04+00:00,Partial lunar eclipse
2365-06-04T20:17:24+00:00,Total lunar eclipse
2365-11-29T09:55:55+00:00,Total lunar eclipse
2366-05-25T12:03:56+00:00,Total lunar eclipse
2366-11-18T09:21:54+00:00,Partial lunar eclipse
2367-04-15T19:47:41+00:00,Penumbral lunar eclipse
2367-05-15T04:52:25+00:00,Penumbral lunar eclipse
2367-10-08T21:51:24+00:00,Penumbral lunar eclipse
2367-11-07T11:19:14+00:00,Penumbral lunar eclipse
2368-04-04T05:24:18+00:00,Partial lunar eclipse
2368-09-27T10:46:07+00:00,Partial lunar eclipse
2369-03-24T07:43:02+00:00,Total lunar eclipse
2369-09-17T03:20:56+00:00,Total lunar eclipse
2370-03-13T07:21:39+00:00,Partial lunar eclipse
2370-09-06T18:56:10+00:00,Partial lunar eclipse
2371-01-31T22:30:34+00:00,Penumbral lunar eclipse
2371-03-02T11:45:52+00:00,Penumbral lunar eclipse
2371-07-28T16:10:17+00:00,Penumbral lunar eclipse
2371-08-27T05:09:33+00:00,Penumbral lunar eclipse
2372-01-21T12:26:32+00:00,Partial lunar eclipse
2372-07-16T17:17:17+00:00,Partial lunar eclipse
2373-01-10T04:06:20+00:00,Total lunar eclipse
2373-07-05T19:27:44+00:00,Total lunar eclipse
2373-12-30T16:49:15+00:00,Partial lunar eclipse
2374-05-26T19:48:02+00:00,Penumbral lunar eclipse
2374-06-25T04:20:24+00:00,Partial lunar eclipse
2374-12-19T22:46:39+00:00,Penumbral lunar eclipse
2375-05-16T12:16:00+00:00,Partial lunar eclipse
2375-11-09T04:15:22+00:00,Partial lunar eclipse
2376-05-05T04:28:42+00:00,Total lunar eclipse
2376-10-28T08:07:48+00:00,Total lunar eclipse
2377-04-24T15:53:29+00:00,Partial lunar eclipse
2377-10-17T19:24:56+00:00,Partial lunar eclipse
2378-03-15T02:31:13+00:00,Penumbral lunar eclipse
2378-04-13T19:54:01+00:00,Penumbral lunar eclipse
2378-09-08T03:22:43+00:00,Penumbral lunar eclipse
2378-10-07T11:21:08+00:00,Penumbral lunar eclipse
2379-03-04T02:47:22+00:00,Partial lunar eclipse
2379-08-28T17:56:58+00:00,Partial lunar eclipse
2380-02-21T09:10:30+00:00,Total lunar eclipse
2380-08-17T02:14:58+00:00,Total lunar eclipse
2381-02-09T22:10:19+00:00,Partial lunar eclipse
2381-08-06T04:03:27+00:00,Partial lunar eclipse
2382-01-01T02:52:56+00:00,Penumbral lunar eclipse
2382-01-30T13:55:56+00:00,Penumbral lunar eclipse
2382-06-26T16:48:02+00:00,Penumbral lunar eclipse
2382-12-21T13:59:27+00:00,Partial lunar eclipse
2383-06-16T03:38:09+00:00,Total lunar eclipse
2383-12-10T17:54:28+00:00,Total lunar eclipse
2384-06-04T19:40:54+00:00,Total lunar eclipse
2384-11-28T17:09:51+00:00,Partial lunar eclipse
2385-04-26T03:37:57+00:00,Penumbral lunar eclipse
2385-05-25T12:31:45+00:00,Penumbral lunar eclipse
2385-10-19T05:40:33+00:00,Penumbral lunar eclipse
2385-11-17T19:17:44+00:00,Penumbral lunar eclipse
2386-04-15T12:58:45+00:00,Partial lunar eclipse
2386-10-08T18:45:33+00:00,Partial lunar eclipse
2387-04-04T15:06:38+00:00,Total lunar eclipse
2387-09-28T11:15:43+00:00,Total lunar eclipse
2388-03-23T14:59:03+00:00,Partial lunar eclipse
2388-09-17T02:32:04+00:00,Partial lunar eclipse
2389-02-11T07:04:52+00:00,Penumbral lunar eclipse
2389-03-12T19:53:23+00:00,Penumbral lunar eclipse
2389-08-07T22:49:21+00:00,Penumbral lunar eclipse
2389-09-06T12:13:52+00:00,Penumbral lunar eclipse
2390-01-31T21:16:21+00:00,Partial lunar eclipse
2390-07-27T23:43:33+00:00,Partial lunar eclipse
2391-01-21T12:55:29+00:00,Total lunar eclipse
2391-07-17T02:11:37+00:00,Total lunar eclipse
2392-01-11T01:22:43+00:00,Partial lunar eclipse
2392-07-05T11:31:59+00:00,Partial lunar eclipse
2392-12-30T06:56:07+00:00,Penumbral lunar eclipse
2393-05-26T19:59:02+00:00,Partial lunar eclipse
2393-11-19T11:59:17+00:00,Partial lunar eclipse
2394-05-16T12:08:47+00:00,Total lunar eclipse
2394-11-08T16:06:56+00:00,Total lunar eclipse
2395-05-05T23:16:36+00:00,Partial lunar eclipse
2395-10-29T03:36:31+00:00,Partial lunar eclipse
2396-03-25T10:00:14+00:00,Penumbral lunar eclipse
2396-04-24T03:02:28+00:00,Penumbral lunar eclipse
2396-09-18T11:10:13+00:00,Penumbral lunar eclipse
2396-10-17T19:31:29+00:00,Penumbral lunar eclipse
2397-03-14T10:36:52+00:00,Partial lunar eclipse
2397-09-08T01:20:51+00:00,Partial lunar eclipse
2398-03-03T17:31:41+00:00,Total lunar eclipse
2398-08-28T09:05:14+00:00,Total lunar eclipse
2399-02-21T06:52:20+00:00,Partial lunar eclipse
2399-08-17T10:34:13+00:00,Partial lunar eclipse
2400-01-12T11:39:36+00:00,Penumbral lunar eclipse
2400-02-10T22:43:13+00:00,Penumbral lunar eclipse
2400-07-06T23:40:11+00:00,Penumbral lunar eclipse
2400-08-05T12:00:04+00:00,Penumbral lunar eclipse
2400-12-31T22:25:21+00:00,Partial lunar eclipse
2401-06-26T10:58:37+00:00,Total lunar eclipse
2401-12-21T01:54:54+00:00,Total lunar eclipse
2402-06-16T03:15:47+00:00,Total lunar eclipse
2402-12-10T01:03:14+00:00,Partial lunar eclipse
2403-05-07T11:18:25+00:00,Penumbral lunar eclipse
2403-06-05T20:03:56+00:00,Penumbral lunar eclipse
2403-11-29T03:24:31+00:00,Penumbral lunar eclipse
2404-04-25T20:21:42+00:00,Partial lunar eclipse
2404-10-19T02:54:05+00:00,Partial lunar eclipse
2405-04-14T22:19:21+00:00,Total lunar eclipse
2405-10-08T19:18:44+00:00,Total lunar eclipse
2406-04-03T22:28:17+00:00,Partial lunar eclipse
2406-09-28T10:12:49+00:00,Partial lunar eclipse
2407-02-22T15:35:54+00:00,Penumbral lunar eclipse
2407-03-24T03:54:37+00:00,Penumbral lunar eclipse
2407-08-19T05:29:05+00:00,Penumbral lunar eclipse
2407-09-17T19:22:11+00:00,Penumbral lunar eclipse
2408-02-12T06:03:23+00:00,Partial lunar eclipse
2408-08-07T06:11:45+00:00,Partial lunar eclipse
2409-01-31T21:43:26+00:00,Total lunar eclipse
2409-07-27T08:57:52+00:00,Total lunar eclipse
2410-01-21T09:55:35+00:00,Partial lunar eclipse
2410-07-16T18:44:46+00:00,Partial lunar eclipse
2411-01-10T15:07:03+00:00,Penumbral lunar eclipse
2411-06-07T03:36:35+00:00,Partial lunar eclipse
2411-07-06T10:21:29+00:00,Penumbral lunar eclipse
2411-11-30T19:51:09+00:00,Partial lunar eclipse
2412-05-26T19:42:13+00:00,Total lunar eclipse
2412-11-19T00:14:12+00:00,Total lunar eclipse
2413-05-16T06:32:24+00:00,Partial lunar eclipse
2413-11-08T11:56:11+00:00,Total lunar eclipse
2414-05-05T10:02:58+00:00,Penumbral lunar eclipse
2414-09-29T19:03:27+00:00,Penumbral lunar eclipse
2414-10-29T03:48:37+00:00,Penumbral lunar eclipse
2415-03-25T18:19:24+00:00,Partial lunar eclipse
2415-09-19T08:49:54+00:00,Partial lunar eclipse
2416-03-14T01:44:42+00:00,Total lunar eclipse
2416-09-07T16:01:20+00:00,Total lunar eclipse
2417-03-03T15:27:49+00:00,Partial lunar eclipse
2417-08-27T17:10:20+00:00,Partial lunar eclipse
2418-01-22T20:24:36+00:00,Penumbral lunar eclipse
2418-02-21T07:25:10+00:00,Penumbral lunar eclipse
2418-07-18T06:33:11+00:00,Penumbral lunar eclipse
2418-08-16T18:45:22+00:00,Penumbral lunar eclipse
2419-01-12T06:52:10+00:00,Partial lunar eclipse
2419-07-07T18:16:10+00:00,Total lunar eclipse
2420-01-01T09:59:44+00:00,Total lunar eclipse
2420-06-26T10:46:28+00:00,Total lunar eclipse
2420-12-20T09:02:26+00:00,Partial lunar eclipse
2421-05-17T18:51:13+00:00,Penumbral lunar eclipse
2421-06-16T03:31:34+00:00,Partial lunar eclipse
2421-12-09T11:38:50+00:00,Penumbral lunar eclipse
2422-05-07T03:36:35+00:00,Partial lunar eclipse
2422-10-30T11:09:32+00:00,Partial lunar eclipse
2423-04-26T05:24:32+00:00,Total lunar eclipse
2423-10-20T03:28:06+00:00,Total lunar eclipse
2424-04-14T05:49:54+00:00,Partial lunar eclipse
2424-10-08T18:00:31+00:00,Partial lunar eclipse
2425-03-05T00:02:01+00:00,Penumbral lunar eclipse
2425-04-03T11:49:46+00:00,Penumbral lunar eclipse
2425-08-29T12:13:17+00:00,Penumbral lunar eclipse
2425-09-28T02:36:22+00:00,Penumbral lunar eclipse
2426-02-22T14:45:40+00:00,Partial lunar eclipse
2426-08-18T12:44:51+00:00,Partial lunar eclipse
2427-02-12T06:26:56+00:00,Total lunar eclipse
2427-08-07T15:47:44+00:00,Total lunar eclipse
2428-02-01T18:25:14+00:00,Partial lunar eclipse
2428-07-27T02:00:08+00:00,Partial lunar eclipse
2429-01-20T23:15:32+00:00,Penumbral lunar eclipse
2429-06-17T11:10:21+00:00,Partial lunar eclipse
2429-07-16T17:50:02+00:00,Penumbral lunar eclipse
2429-12-11T03:50:32+00:00,Partial lunar eclipse
2430-06-07T03:08:18+00:00,Total lunar eclipse
2430-11-30T08:30:02+00:00,Total lunar eclipse
2431-05-27T13:38:21+00:00,Partial lunar eclipse
2431-11-19T20:24:24+00:00,Total lunar eclipse
2432-05-15T16:53:15+00:00,Penumbral lunar eclipse
2432-10-10T03:04:04+00:00,Penumbral lunar eclipse
2432-11-08T12:14:00+00:00,Penumbral lunar eclipse
2433-04-05T01:55:32+00:00,Partial lunar eclipse
2433-09-29T16:23:32+00:00,Partial lunar eclipse
2434-03-25T09:53:26+00:00,Total lunar eclipse
2434-09-18T23:01:22+00:00,Total lunar eclipse
2435-03-14T23:58:13+00:00,Partial lunar eclipse
2435-09-07T23:51:23+00:00,Partial lunar eclipse
2436-02-03T05:07:47+00:00,Penumbral lunar eclipse
2436-03-03T16:01:59+00:00,Penumbral lunar eclipse
2436-07-28T13:29:56+00:00,Penumbral lunar eclipse
2436-08-27T01:37:51+00:00,Penumbral lunar eclipse
2437-01-22T15:16:21+00:00,Partial lunar eclipse
2437-07-18T01:36:48+00:00,Partial lunar eclipse
2438-01-11T18:04:16+00:00,Total lunar eclipse
2438-07-07T18:16:07+00:00,Total lunar eclipse
2438-12-31T17:04:52+00:00,Partial lunar eclipse
2439-06-27T10:54:45+00:00,Partial lunar eclipse
2439-12-20T19:58:23+00:00,Penumbral lunar eclipse
2440-05-17T10:40:35+00:00,Partial lunar eclipse
2440-11-09T19:34:04+00:00,Partial lunar eclipse
2441-05-06T12:20:12+00:00,Total lunar eclipse
2441-10-30T11:44:44+00:00,Total lunar eclipse
2442-04-25T13:03:59+00:00,Partial lunar eclipse
2442-10-20T01:54:44+00:00,Partial lunar eclipse
2443-03-16T08:21:40+00:00,Penumbral lunar eclipse
2443-04-14T19:36:37+00:00,Penumbral lunar eclipse
2443-09-09T19:01:24+00:00,Penumbral lunar eclipse
2443-10-09T09:57:07+00:00,Penumbral lunar eclipse
2444-03-04T23:22:59+00:00,Partial lunar eclipse
2444-08-28T19:23:37+00:00,Partial lunar eclipse
2445-02-22T15:05:55+00:00,Total lunar eclipse
2445-08-17T22:43:33+00:00,Total lunar eclipse
2446-02-12T02:51:54+00:00,Partial lunar eclipse
2446-08-07T09:17:53+00:00,Partial lunar eclipse
2447-02-01T07:23:15+00:00,Penumbral lunar eclipse
2447-06-28T18:40:59+00:00,Penumbral lunar eclipse
2447-07-28T01:19:04+00:00,Penumbral lunar eclipse
2447-12-22T11:54:57+00:00,Penumbral lunar eclipse
2448-06-17T10:29:18+00:00,Total lunar eclipse
2448-12-10T16:52:06+00:00,Total lunar eclipse
2449-06-06T20:38:48+00:00,Total lunar eclipse
2449-11-30T04:57:52+00:00,Total lunar eclipse
2450-05-26T23:37:18+00:00,Penumbral lunar eclipse
2450-10-21T11:11:07+00:00,Penumbral lunar eclipse
2450-11-19T20:45:26+00:00,Penumbral lunar eclipse
2451-04-16T09:22:42+00:00,Partial lunar eclipse
2451-10-11T00:04:11+00:00,Partial lunar eclipse
2452-04-04T17:53:30+00:00,Total lunar eclipse
2452-09-29T06:09:14+00:00,Total lunar eclipse
2453-03-25T08:20:19+00:00,Partial lunar eclipse
2453-09-18T06:41:03+00:00,Partial lunar eclipse
2454-02-13T13:46:59+00:00,Penumbral lunar eclipse
2454-03-15T00:31:48+00:00,Penumbral lunar eclipse
2454-08-08T20:29:09+00:00,Penumbral lunar eclipse
2454-09-07T08:36:18+00:00,Penumbral lunar eclipse
2455-02-02T23:39:02+00:00,Partial lunar eclipse
2455-07-29T08:57:37+00:00,Partial lunar eclipse
2456-01-23T02:08:55+00:00,Total lunar eclipse
2456-07-18T01:44:29+00:00,Total lunar eclipse
2457-01-11T01:10:34+00:00,Partial lunar eclipse
2457-07-07T18:15:19+00:00,Partial lunar eclipse
2457-12-31T04:22:06+00:00,Penumbral lunar eclipse
2458-05-28T17:38:12+00:00,Penumbral lunar eclipse
2458-11-21T04:05:09+00:00,Partial lunar eclipse
2459-05-17T19:08:01+00:00,Total lunar eclipse
2459-11-10T20:08:18+00:00,Total lunar eclipse
2460-05-05T20:11:51+00:00,Partial lunar eclipse
2460-10-30T09:55:40+00:00,Partial lunar eclipse
2461-03-26T16:34:56+00:00,Penumbral lunar eclipse
2461-04-25T03:17:56+00:00,Penumbral lunar eclipse
2461-10-19T17:25:32+00:00,Penumbral lunar eclipse
2462-03-16T07:54:00+00:00,Partial lunar eclipse
2462-09-09T02:08:48+00:00,Partial lunar eclipse
2463-03-05T23:38:21+00:00,Total lunar eclipse
2463-08-29T05:46:02+00:00,Total lunar eclipse
2464-02-23T11:11:05+00:00,Partial lunar eclipse
2464-08-17T16:41:13+00:00,Partial lunar eclipse
2465-02-11T15:25:39+00:00,Penumbral lunar eclipse
2465-07-09T02:09:35+00:00,Penumbral lunar eclipse
2465-08-07T08:50:10+00:00,Penumbral lunar eclipse
2466-01-01T20:03:03+00:00,Penumbral lunar eclipse
2466-06-28T17:45:25+00:00,Total lunar eclipse
2466-12-22T01:20:28+00:00,Total lunar eclipse
2467-06-18T03:30:24+00:00,Total lunar eclipse
2467-12-11T13:38:42+00:00,Total lunar eclipse
2468-06-06T06:13:59+00:00,Penumbral lunar eclipse
2468-10-31T19:25:33+00:00,Penumbral lunar eclipse
2468-11-30T05:23:14+00:00,Penumbral lunar eclipse
2469-04-26T16:44:20+00:00,Partial lunar eclipse
2469-10-21T07:51:26+00:00,Partial lunar eclipse
2470-04-16T01:48:36+00:00,Total lunar eclipse
2470-10-10T13:22:26+00:00,Total lunar eclipse
2471-04-05T16:36:56+00:00,Partial lunar eclipse
2471-09-29T13:38:23+00:00,Partial lunar eclipse
2472-02-24T22:20:30+00:00,Penumbral lunar eclipse
2472-03-25T08:53:55+00:00,Penumbral lunar eclipse
2472-08-19T03:35:15+00:00,Penumbral lunar eclipse
2472-09-17T15:44:36+00:00,Penumbral lunar eclipse
2473-02-13T07:56:22+00:00,Partial lunar eclipse
2473-08-08T16:22:53+00:00,Partial lunar eclipse
2474-02-02T10:09:51+00:00,Total lunar eclipse
2474-07-29T09:14:25+00:00,Total lunar eclipse
2475-01-22T09:15:44+00:00,Partial lunar eclipse
2475-07-19T01:33:18+00:00,Partial lunar eclipse
2476-01-11T12:48:17+00:00,Penumbral lunar eclipse
2476-06-08T00:27:38+00:00,Penumbral lunar eclipse
2476-12-01T12:43:04+00:00,Partial lunar eclipse
2477-05-28T01:48:46+00:00,Total lunar eclipse
2477-11-21T04:39:21+00:00,Total lunar eclipse
2478-05-17T03:12:25+00:00,Total lunar eclipse
2478-11-10T18:03:40+00:00,Total lunar eclipse
2479-04-07T00:41:21+00:00,Penumbral lunar eclipse
2479-05-06T10:52:01+00:00,Penumbral lunar eclipse
2479-10-31T01:01:41+00:00,Penumbral lunar eclipse
2480-03-26T16:17:29+00:00,Partial lunar eclipse
2480-09-19T09:02:19+00:00,Partial lunar eclipse
2481-03-16T08:04:47+00:00,Total lunar eclipse
2481-09-08T12:54:54+00:00,Total lunar eclipse
2482-03-05T19:25:01+00:00,Partial lunar eclipse
2482-08-29T00:09:03+00:00,Partial lunar eclipse
2483-02-22T23:23:11+00:00,Penumbral lunar eclipse
2483-07-20T09:36:50+00:00,Penumbral lunar eclipse
2483-08-18T16:23:59+00:00,Penumbral lunar eclipse
2484-01-13T04:13:39+00:00,Penumbral lunar eclipse
2484-07-09T00:59:28+00:00,Partial lunar eclipse
2485-01-01T09:51:07+00:00,Total lunar eclipse
2485-06-28T10:19:31+00:00,Total lunar eclipse
2485-12-21T22:23:14+00:00,Total lunar eclipse
2486-06-17T12:45:41+00:00,Penumbral lunar eclipse
2486-12-11T14:05:56+00:00,Penumbral lunar eclipse
2487-05-07T23:58:28+00:00,Penumbral lunar eclipse
2487-11-01T15:46:12+00:00,Partial lunar eclipse
2488-04-26T09:34:57+00:00,Total lunar eclipse
2488-10-20T20:45:06+00:00,Total lunar eclipse
2489-04-16T00:45:24+00:00,Total lunar eclipse
2489-10-09T20:44:20+00:00,Partial lunar eclipse
2490-03-07T06:47:46+00:00,Penumbral lunar eclipse
2490-04-05T17:08:13+00:00,Penumbral lunar eclipse
2490-08-30T10:46:43+00:00,Penumbral lunar eclipse
2490-09-28T23:01:06+00:00,Penumbral lunar eclipse
2491-02-24T16:08:13+00:00,Partial lunar eclipse
2491-08-19T23:51:07+00:00,Partial lunar eclipse
2492-02-13T18:08:07+00:00,Total lunar eclipse
2492-08-08T16:46:03+00:00,Total lunar eclipse
2493-02-01T17:20:07+00:00,Partial lunar eclipse
2493-07-29T08:51:51+00:00,Partial lunar eclipse
2494-01-21T21:16:31+00:00,Penumbral lunar eclipse
2494-06-19T07:11:28+00:00,Penumbral lunar eclipse
2494-07-18T19:43:59+00:00,Penumbral lunar eclipse
2494-12-12T21:26:30+00:00,Partial lunar eclipse
2495-06-08T08:24:06+00:00,Total lunar eclipse
2495-12-02T13:15:42+00:00,Total lunar eclipse
2496-05-27T10:08:40+00:00,Total lunar eclipse
2496-11-21T02:17:51+00:00,Total lunar eclipse
2497-05-16T18:21:55+00:00,Penumbral lunar eclipse
2497-11-10T08:43:35+00:00,Penumbral lunar eclipse
2498-04-07T00:34:02+00:00,Partial lunar eclipse
2498-09-30T16:04:21+00:00,Penumbral lunar eclipse
2499-03-27T16:21:41+00:00,Total lunar eclipse
2499-09-19T20:13:04+00:00,Total lunar eclipse
2500-03-17T03:29:14+00:00,Partial lunar eclipse
2500-09-09T07:44:46+00:00,Partial lunar eclipse
2501-03-06T07:12:21+00:00,Penumbral lunar eclipse
2501-07-31T17:05:23+00:00,Penumbral lunar eclipse
2501-08-30T00:03:01+00:00,Penumbral lunar eclipse
2502-01-24T12:25:26+00:00,Penumbral lunar eclipse
2502-07-21T08:09:54+00:00,Partial lunar eclipse
2503-01-13T18:25:54+00:00,Total lunar eclipse
2503-07-10T17:03:12+00:00,Total lunar eclipse
2504-01-03T07:11:53+00:00,Total lunar eclipse
2504-06-28T19:13:20+00:00,Partial lunar eclipse
2504-12-22T22:53:27+00:00,Penumbral lunar eclipse
2505-05-19T07:08:31+00:00,Penumbral lunar eclipse
2505-11-12T23:46:24+00:00,Partial lunar eclipse
2506-05-08T17:17:17+00:00,Total lunar eclipse
2506-11-02T04:14:10+00:00,Total lunar eclipse
2507-04-28T08:46:54+00:00,Total lunar eclipse
2507-10-22T03:59:42+00:00,Total lunar eclipse
2508-03-18T15:07:27+00:00,Penumbral lunar eclipse
2508-04-17T01:14:37+00:00,Penumbral lunar eclipse
2508-10-10T06:28:05+00:00,Penumbral lunar eclipse
2509-03-08T00:11:54+00:00,Partial lunar eclipse
2509-08-31T07:26:24+00:00,Partial lunar eclipse
2510-02-25T02:00:01+00:00,Total lunar eclipse
2510-08-21T00:20:22+00:00,Total lunar eclipse
2511-02-14T01:21:39+00:00,Partial lunar eclipse
2511-08-10T16:10:48+00:00,Partial lunar eclipse
2512-02-03T05:42:41+00:00,Penumbral lunar eclipse
2512-06-30T13:49:57+00:00,Penumbral lunar eclipse
2512-07-30T02:34:37+00:00,Penumbral lunar eclipse
2512-12-24T06:14:33+00:00,Partial lunar eclipse
2513-06-19T14:54:42+00:00,Partial lunar eclipse
2513-12-13T21:57:00+00:00,Total lunar eclipse
2514-06-08T17:00:09+00:00,Total lunar eclipse
2514-12-03T10:38:02+00:00,Total lunar eclipse
2515-05-29T01:45:01+00:00,Partial lunar eclipse
2515-11-22T16:33:32+00:00,Penumbral lunar eclipse
2516-04-18T08:43:12+00:00,Partial lunar eclipse
2516-10-11T23:15:47+00:00,Penumbral lunar eclipse
2517-04-08T00:31:39+00:00,Total lunar eclipse
2517-10-01T03:39:53+00:00,Total lunar eclipse
2518-03-28T11:26:28+00:00,Partial lunar eclipse
2518-09-20T15:26:14+00:00,Total lunar eclipse
2519-03-17T14:55:14+00:00,Penumbral lunar eclipse
2519-08-12T00:35:28+00:00,Penumbral lunar eclipse
2519-09-10T07:47:10+00:00,Penumbral lunar eclipse
2520-02-04T20:35:13+00:00,Penumbral lunar eclipse
2520-07-31T15:21:23+00:00,Partial lunar eclipse
2521-01-24T03:00:16+00:00,Total lunar eclipse
2521-07-20T23:46:19+00:00,Total lunar eclipse
2522-01-13T16:01:06+00:00,Total lunar eclipse
2522-07-10T01:39:25+00:00,Partial lunar eclipse
2523-01-03T07:42:55+00:00,Penumbral lunar eclipse
2523-05-30T14:12:00+00:00,Penumbral lunar eclipse
2523-11-24T07:54:11+00:00,Penumbral lunar eclipse
2524-05-19T00:52:48+00:00,Total lunar eclipse
2524-11-12T11:51:44+00:00,Total lunar eclipse
2525-05-08T16:41:16+00:00,Total lunar eclipse
2525-11-01T11:25:17+00:00,Total lunar eclipse
2526-03-29T23:19:03+00:00,Penumbral lunar eclipse
2526-04-28T09:12:15+00:00,Penumbral lunar eclipse
2526-10-21T14:04:27+00:00,Penumbral lunar eclipse
2527-03-19T08:08:16+00:00,Partial lunar eclipse
2527-09-11T15:07:06+00:00,Partial lunar eclipse
2528-03-07T09:45:33+00:00,Total lunar eclipse
2528-08-31T07:59:06+00:00,Total lunar eclipse
2529-02-24T09:20:11+00:00,Partial lunar eclipse
2529-08-20T23:31:10+00:00,Partial lunar eclipse
2530-02-13T14:07:57+00:00,Penumbral lunar eclipse
2530-07-11T20:25:56+00:00,Penumbral lunar eclipse
2530-08-10T09:25:30+00:00,Penumbral lunar eclipse
2531-01-04T15:05:15+00:00,Partial lunar eclipse
2531-06-30T21:22:18+00:00,Partial lunar eclipse
2531-12-25T06:41:50+00:00,Total lunar eclipse
2532-06-18T23:50:29+00:00,Total lunar eclipse
2532-12-13T19:01:31+00:00,Total lunar eclipse
2533-06-08T09:06:32+00:00,Partial lunar eclipse
2533-12-03T00:28:56+00:00,Penumbral lunar eclipse
2534-04-29T16:44:33+00:00,Partial lunar eclipse
2534-10-23T06:36:48+00:00,Penumbral lunar eclipse
2535-04-19T08:31:47+00:00,Total lunar eclipse
2535-10-12T11:17:24+00:00,Total lunar eclipse
2536-04-07T19:12:04+00:00,Partial lunar eclipse
2536-09-30T23:17:30+00:00,Total lunar eclipse
2537-03-27T22:28:29+00:00,Penumbral lunar eclipse
2537-08-22T08:07:53+00:00,Penumbral lunar eclipse
2537-09-20T15:36:52+00:00,Penumbral lunar eclipse
2538-02-15T04:43:17+00:00,Penumbral lunar eclipse
2538-08-11T22:32:18+00:00,Partial lunar eclipse
2539-02-04T11:34:44+00:00,Total lunar eclipse
2539-08-01T06:27:03+00:00,Total lunar eclipse
2540-01-25T00:51:42+00:00,Total lunar eclipse
2540-07-20T08:05:07+00:00,Partial lunar eclipse
2541-01-13T16:33:50+00:00,Penumbral lunar eclipse
2541-06-09T21:13:54+00:00,Penumbral lunar eclipse
2541-07-09T09:37:15+00:00,Penumbral lunar eclipse
2541-12-04T16:07:08+00:00,Penumbral lunar eclipse
2542-05-30T08:24:08+00:00,Total lunar eclipse
2542-11-23T19:35:46+00:00,Total lunar eclipse
2543-05-20T00:29:54+00:00,Total lunar eclipse
2543-11-12T18:59:37+00:00,Total lunar eclipse
2544-05-08T17:02:05+00:00,Penumbral lunar eclipse
2544-10-31T21:51:12+00:00,Penumbral lunar eclipse
2545-03-29T15:55:19+00:00,Partial lunar eclipse
2545-09-21T22:54:37+00:00,Partial lunar eclipse
2546-03-18T17:23:03+00:00,Total lunar eclipse
2546-09-11T15:42:42+00:00,Total lunar eclipse
2547-03-07T17:11:34+00:00,Partial lunar eclipse
2547-09-01T06:55:00+00:00,Partial lunar eclipse
2548-02-24T22:28:29+00:00,Penumbral lunar eclipse
2548-07-22T03:00:21+00:00,Penumbral lunar eclipse
2548-08-20T16:18:45+00:00,Penumbral lunar eclipse
2549-01-14T23:56:47+00:00,Partial lunar eclipse
2549-07-11T03:48:57+00:00,Partial lunar eclipse
2550-01-04T15:29:46+00:00,Total lunar eclipse
2550-06-30T06:37:28+00:00,Total lunar eclipse
2550-12-25T03:29:50+00:00,Total lunar eclipse
2551-06-19T16:24:03+00:00,Partial lunar eclipse
2551-12-14T08:30:07+00:00,Penumbral lunar eclipse
2552-05-10T00:39:00+00:00,Partial lunar eclipse
2552-06-08T07:55:48+00:00,Penumbral lunar eclipse
2552-11-02T14:08:07+00:00,Penumbral lunar eclipse
2553-04-29T16:25:11+00:00,Total lunar eclipse
