datetime,event_type,duration_minutes,duration_seconds
2320-11-01T13:28:19+00:00,Total solar eclipse,38,03
2321-04-28T11:12:59+00:00,Annular solar eclipse,30,05
2321-10-22T05:31:18+00:00,Total solar eclipse,00,04
2322-03-18T19:21:51+00:00,Partial solar eclipse,,
2322-04-17T11:14:23+00:00,Partial solar eclipse,,
2322-09-12T10:32:06+00:00,Partial solar eclipse,,
2322-10-11T20:53:38+00:00,Partial solar eclipse,,
2323-03-08T03:05:10+00:00,Hybrid or annular/total solar eclipse,11,00
2323-09-01T17:26:09+00:00,Annular solar eclipse,48,03
2324-02-25T16:57:32+00:00,Total solar eclipse,02,04
2324-08-20T18:28:22+00:00,Annular solar eclipse,33,06
2325-02-14T08:52:36+00:00,Total solar eclipse,08,03
2325-08-09T20:16:24+00:00,Annular solar eclipse,24,03
2326-01-05T07:49:43+00:00,Partial solar eclipse,,
2326-02-03T22:08:49+00:00,Partial solar eclipse,,
2326-06-30T20:18:36+00:00,Partial solar eclipse,,
2326-12-25T10:36:53+00:00,Annular solar eclipse,39,06
2327-06-20T12:55:01+00:00,Total solar eclipse,21,06
2327-12-14T09:39:47+00:00,Annular solar eclipse,34,09
2328-06-09T05:33:53+00:00,Total solar eclipse,16,05
2328-12-02T12:36:37+00:00,Annular solar eclipse,13,04
2329-04-30T04:59:58+00:00,Partial solar eclipse,,
2329-05-29T17:41:09+00:00,Partial solar eclipse,,
2329-10-23T12:48:23+00:00,Partial solar eclipse,,
2329-11-21T22:59:20+00:00,Partial solar eclipse,,
2330-04-19T06:29:25+00:00,Annular solar eclipse,19,06
2330-10-13T05:13:41+00:00,Total solar eclipse,46,03
2331-04-08T06:57:09+00:00,Annular solar eclipse,07,06
2331-10-02T19:39:16+00:00,Total solar eclipse,55,01
2332-03-27T13:11:34+00:00,Annular solar eclipse,30,00
2332-09-21T03:59:10+00:00,Annular solar eclipse,34,03
2333-02-15T16:14:20+00:00,Partial solar eclipse,,
2333-03-17T02:10:53+00:00,Partial solar eclipse,,
2333-08-11T14:06:48+00:00,Partial solar eclipse,,
2333-09-10T05:42:00+00:00,Partial solar eclipse,,
2334-02-05T07:50:29+00:00,Total solar eclipse,33,02
2334-07-31T17:26:33+00:00,Annular solar eclipse,45,01
2335-01-25T19:29:43+00:00,Annular solar eclipse,25,02
2335-07-21T03:57:49+00:00,Total solar eclipse,58,03
2336-01-14T23:56:42+00:00,Annular solar eclipse,19,06
2336-07-09T19:58:22+00:00,Total solar eclipse,17,03
2337-01-02T23:09:44+00:00,Partial solar eclipse,,
2337-05-31T05:05:56+00:00,Total solar eclipse,46,02
2337-11-23T09:37:55+00:00,Annular solar eclipse,05,02
2338-05-20T15:14:20+00:00,Annular solar eclipse,07,02
2338-11-12T21:52:54+00:00,Total solar eclipse,38,03
2339-05-09T18:08:04+00:00,Annular solar eclipse,24,05
2339-11-02T13:51:50+00:00,Total solar eclipse,47,03
2340-03-29T03:03:37+00:00,Partial solar eclipse,,
2340-04-27T18:21:33+00:00,Partial solar eclipse,,
2340-09-22T18:01:34+00:00,Partial solar eclipse,,
2340-10-22T04:55:28+00:00,Partial solar eclipse,,
2341-03-18T11:18:20+00:00,Hybrid or annular/total solar eclipse,36,00
2341-09-12T00:22:47+00:00,Annular solar eclipse,19,04
2342-03-08T01:32:14+00:00,Total solar eclipse,16,04
2342-09-01T01:06:55+00:00,Annular solar eclipse,34,06
2343-02-25T17:32:18+00:00,Total solar eclipse,06,03
2343-08-21T03:07:05+00:00,Annular solar eclipse,09,03
2344-01-16T16:13:41+00:00,Partial solar eclipse,,
2344-02-15T06:37:58+00:00,Partial solar eclipse,,
2344-07-11T03:39:15+00:00,Partial solar eclipse,,
2344-08-09T11:59:05+00:00,Partial solar eclipse,,
2345-01-04T18:40:23+00:00,Annular solar eclipse,45,06
2345-06-30T20:26:17+00:00,Total solar eclipse,07,06
2345-12-24T17:41:04+00:00,Annular solar eclipse,21,09
2346-06-20T12:58:44+00:00,Total solar eclipse,12,05
2346-12-13T20:55:36+00:00,Annular solar eclipse,04,04
2347-05-11T12:07:08+00:00,Partial solar eclipse,,
2347-06-10T00:44:42+00:00,Partial solar eclipse,,
2347-11-03T21:09:19+00:00,Partial solar eclipse,,
2347-12-03T07:33:33+00:00,Partial solar eclipse,,
2348-04-29T13:29:00+00:00,Annular solar eclipse,40,05
2348-10-23T13:26:56+00:00,Total solar eclipse,14,03
2349-04-18T14:16:52+00:00,Annular solar eclipse,23,05
2349-10-13T03:28:54+00:00,Hybrid or annular/total solar eclipse,18,01
2350-04-07T21:06:03+00:00,Hybrid or annular/total solar eclipse,06,00
2350-10-02T11:14:07+00:00,Annular solar eclipse,22,04
2351-02-27T00:56:12+00:00,Partial solar eclipse,,
2351-03-28T10:30:57+00:00,Partial solar eclipse,,
2351-08-22T20:42:47+00:00,Partial solar eclipse,,
2351-09-21T12:33:27+00:00,Partial solar eclipse,,
2352-02-16T16:32:06+00:00,Total solar eclipse,25,02
2352-08-11T00:21:35+00:00,Annular solar eclipse,32,01
2353-02-05T03:56:55+00:00,Annular solar eclipse,38,02
2353-07-31T11:17:06+00:00,Total solar eclipse,20,04
2354-01-25T08:03:20+00:00,Annular solar eclipse,35,06
2354-07-21T03:28:22+00:00,Total solar eclipse,51,03
2355-01-14T07:12:20+00:00,Partial solar eclipse,,
2355-06-11T12:28:18+00:00,Total solar eclipse,18,02
2355-12-04T17:58:37+00:00,Annular solar eclipse,02,02
2356-05-30T22:15:18+00:00,Annular solar eclipse,21,02
2356-11-23T06:24:55+00:00,Total solar eclipse,40,03
2357-05-20T00:54:23+00:00,Annular solar eclipse,24,05
2357-11-12T22:20:23+00:00,Total solar eclipse,35,03
2358-04-09T10:37:39+00:00,Partial solar eclipse,,
2358-05-09T01:21:14+00:00,Partial solar eclipse,,
2358-10-04T01:36:39+00:00,Partial solar eclipse,,
2358-11-02T13:04:00+00:00,Partial solar eclipse,,
2359-03-29T19:24:46+00:00,Total solar eclipse,02,01
2359-09-23T07:24:42+00:00,Annular solar eclipse,53,04
2360-03-18T09:59:22+00:00,Total solar eclipse,33,04
2360-09-11T07:52:25+00:00,Annular solar eclipse,41,06
2361-03-08T02:05:56+00:00,Total solar eclipse,06,03
2361-08-31T10:04:30+00:00,Annular solar eclipse,54,02
2362-01-27T00:36:00+00:00,Partial solar eclipse,,
2362-02-25T15:02:03+00:00,Partial solar eclipse,,
2362-07-22T11:01:14+00:00,Partial solar eclipse,,
2362-08-20T19:18:10+00:00,Partial solar eclipse,,
2363-01-16T02:45:07+00:00,Annular solar eclipse,52,06
2363-07-12T03:55:03+00:00,Total solar eclipse,51,05
2364-01-05T01:46:48+00:00,Annular solar eclipse,03,09
2364-06-30T20:19:48+00:00,Total solar eclipse,00,05
2364-12-24T05:18:59+00:00,Annular solar eclipse,48,03
2365-06-20T07:44:13+00:00,Partial solar eclipse,,
2365-11-14T05:37:33+00:00,Partial solar eclipse,,
2365-12-13T16:12:42+00:00,Partial solar eclipse,,
2366-05-10T20:22:08+00:00,Annular solar eclipse,03,05
2366-11-03T21:46:04+00:00,Total solar eclipse,46,02
2367-04-29T21:30:03+00:00,Annular solar eclipse,38,04
2367-10-24T11:25:04+00:00,Hybrid or annular/total solar eclipse,40,00
2368-04-18T04:51:38+00:00,Hybrid or annular/total solar eclipse,47,00
2368-10-12T18:37:20+00:00,Annular solar eclipse,13,05
2369-03-09T09:30:24+00:00,Partial solar eclipse,,
2369-04-07T18:42:10+00:00,Partial solar eclipse,,
2369-09-02T03:25:56+00:00,Partial solar eclipse,,
2369-10-01T19:33:31+00:00,Partial solar eclipse,,
2370-02-27T01:07:02+00:00,Total solar eclipse,17,02
2370-08-22T07:22:21+00:00,Annular solar eclipse,22,01
2371-02-16T12:18:49+00:00,Annular solar eclipse,48,02
2371-08-11T18:38:04+00:00,Total solar eclipse,36,04
2372-02-05T16:07:48+00:00,Annular solar eclipse,50,06
2372-07-31T10:58:30+00:00,Total solar eclipse,18,04
2373-01-24T15:14:59+00:00,Partial solar eclipse,,
2373-06-21T19:45:29+00:00,Total solar eclipse,24,01
2373-12-15T02:25:55+00:00,Annular solar eclipse,56,01
2374-06-11T05:09:56+00:00,Annular solar eclipse,39,02
2374-12-04T15:02:56+00:00,Total solar eclipse,42,03
2375-05-31T07:34:33+00:00,Annular solar eclipse,26,05
2375-11-24T06:54:54+00:00,Total solar eclipse,23,03
2376-05-19T08:14:44+00:00,Partial solar eclipse,,
2376-10-14T09:18:28+00:00,Partial solar eclipse,,
2376-11-12T21:19:06+00:00,Partial solar eclipse,,
2377-04-09T03:25:10+00:00,Total solar eclipse,28,01
2377-10-03T14:33:17+00:00,Annular solar eclipse,29,05
2378-03-29T18:20:23+00:00,Total solar eclipse,51,04
2378-09-22T14:45:48+00:00,Annular solar eclipse,54,06
2379-03-19T10:31:47+00:00,Total solar eclipse,07,03
2379-09-11T17:09:32+00:00,Annular solar eclipse,42,02
2380-02-07T08:54:01+00:00,Partial solar eclipse,,
2380-03-07T23:17:52+00:00,Partial solar eclipse,,
2380-08-01T18:26:17+00:00,Partial solar eclipse,,
2380-08-31T02:44:39+00:00,Partial solar eclipse,,
2381-01-26T10:46:38+00:00,Annular solar eclipse,57,06
2381-07-22T11:25:02+00:00,Total solar eclipse,33,05
2382-01-15T09:53:22+00:00,Annular solar eclipse,40,08
2382-07-12T03:37:51+00:00,Total solar eclipse,41,04
2383-01-04T13:46:26+00:00,Annular solar eclipse,26,03
2383-07-01T14:37:42+00:00,Partial solar eclipse,,
2383-11-25T14:13:32+00:00,Partial solar eclipse,,
2383-12-25T00:57:04+00:00,Partial solar eclipse,,
2384-05-21T03:05:26+00:00,Annular solar eclipse,28,04
2384-11-14T06:13:20+00:00,Total solar eclipse,22,02
2385-05-10T04:36:49+00:00,Annular solar eclipse,53,03
2385-11-03T19:27:30+00:00,Hybrid or annular/total solar eclipse,03,00
2386-04-29T12:32:25+00:00,Hybrid or annular/total solar eclipse,30,01
2386-10-24T02:06:43+00:00,Annular solar eclipse,09,06
2387-03-20T17:59:08+00:00,Partial solar eclipse,,
2387-04-19T02:47:06+00:00,Partial solar eclipse,,
2387-10-13T02:41:04+00:00,Partial solar eclipse,,
2388-03-09T09:36:21+00:00,Total solar eclipse,10,02
2388-09-01T14:30:25+00:00,Annular solar eclipse,15,01
2389-02-26T20:33:52+00:00,Annular solar eclipse,55,02
2389-08-22T02:05:53+00:00,Total solar eclipse,45,04
2390-02-16T00:06:58+00:00,Annular solar eclipse,06,07
2390-08-11T18:31:27+00:00,Total solar eclipse,41,04
2391-02-04T23:15:06+00:00,Partial solar eclipse,,
2391-07-03T02:58:53+00:00,Partial solar eclipse,,
2391-08-01T11:14:32+00:00,Partial solar eclipse,,
2391-12-26T10:57:15+00:00,Annular solar eclipse,46,01
2392-06-21T11:57:58+00:00,Annular solar eclipse,02,03
2392-12-14T23:46:26+00:00,Total solar eclipse,46,03
2393-06-10T14:08:41+00:00,Annular solar eclipse,34,05
2393-12-04T15:34:35+00:00,Total solar eclipse,13,03
2394-05-30T15:03:03+00:00,Partial solar eclipse,,
2394-10-25T17:07:13+00:00,Partial solar eclipse,,
2394-11-24T05:40:36+00:00,Partial solar eclipse,,
2395-04-20T11:17:15+00:00,Total solar eclipse,52,01
2395-10-14T21:49:16+00:00,Annular solar eclipse,07,06
2396-04-09T02:33:17+00:00,Total solar eclipse,12,05
2396-10-02T21:48:07+00:00,Annular solar eclipse,12,07
2397-03-29T18:49:52+00:00,Total solar eclipse,11,03
2397-09-22T00:23:55+00:00,Annular solar eclipse,34,02
2398-02-17T17:08:14+00:00,Partial solar eclipse,,
2398-03-19T07:27:08+00:00,Partial solar eclipse,,
2398-08-13T01:53:37+00:00,Partial solar eclipse,,
2398-09-11T10:16:34+00:00,Partial solar eclipse,,
2399-02-06T18:46:44+00:00,Annular solar eclipse,01,07
2399-08-02T18:55:14+00:00,Total solar eclipse,14,05
2400-01-26T18:00:10+00:00,Annular solar eclipse,13,08
2400-07-22T10:54:48+00:00,Total solar eclipse,17,04
2401-01-14T22:15:20+00:00,Annular solar eclipse,00,03
2401-07-11T21:29:20+00:00,Partial solar eclipse,,
2401-12-05T22:53:37+00:00,Partial solar eclipse,,
2402-01-04T09:42:28+00:00,Partial solar eclipse,,
2402-06-01T09:44:38+00:00,Partial solar eclipse,,
2402-11-25T14:45:41+00:00,Total solar eclipse,02,02
2403-05-21T11:36:55+00:00,Annular solar eclipse,10,03
2403-11-15T03:36:24+00:00,Annular solar eclipse,33,00
2404-05-09T20:05:45+00:00,Total solar eclipse,14,02
2404-11-03T09:44:07+00:00,Annular solar eclipse,05,07
2405-03-31T02:18:52+00:00,Partial solar eclipse,,
2405-04-29T10:43:55+00:00,Partial solar eclipse,,
2405-10-23T09:58:55+00:00,Partial solar eclipse,,
2406-03-20T17:57:23+00:00,Total solar eclipse,03,02
2406-09-12T21:45:23+00:00,Annular solar eclipse,11,01
2407-03-10T04:41:40+00:00,Annular solar eclipse,59,02
2407-09-02T09:38:25+00:00,Total solar eclipse,48,04
2408-02-27T07:59:40+00:00,Annular solar eclipse,22,07
2408-08-22T02:07:39+00:00,Total solar eclipse,00,05
2409-02-15T07:12:30+00:00,Partial solar eclipse,,
2409-07-13T10:09:33+00:00,Partial solar eclipse,,
2409-08-11T18:38:31+00:00,Partial solar eclipse,,
2410-01-05T19:31:39+00:00,Annular solar eclipse,31,01
2410-07-02T18:42:30+00:00,Annular solar eclipse,25,03
2410-12-26T08:33:58+00:00,Total solar eclipse,50,03
2411-06-21T20:37:43+00:00,Annular solar eclipse,46,05
2411-12-16T00:19:07+00:00,Total solar eclipse,04,03
2412-06-09T21:48:04+00:00,Partial solar eclipse,,
2412-12-04T14:06:31+00:00,Partial solar eclipse,,
2413-04-30T19:03:57+00:00,Total solar eclipse,13,02
2413-10-25T05:13:20+00:00,Annular solar eclipse,43,06
2414-04-20T10:39:39+00:00,Total solar eclipse,33,05
2414-10-14T04:58:50+00:00,Annular solar eclipse,34,07
2415-04-10T02:59:35+00:00,Total solar eclipse,15,03
2415-10-03T07:47:48+00:00,Annular solar eclipse,27,02
2416-02-29T01:13:31+00:00,Partial solar eclipse,,
2416-03-29T15:24:54+00:00,Partial solar eclipse,,
2416-08-23T09:26:38+00:00,Partial solar eclipse,,
2416-09-21T17:57:51+00:00,Partial solar eclipse,,
2417-02-17T02:40:42+00:00,Annular solar eclipse,04,07
2417-08-13T02:28:06+00:00,Total solar eclipse,55,04
2418-02-06T02:04:04+00:00,Annular solar eclipse,43,07
2418-08-02T18:11:10+00:00,Total solar eclipse,50,03
2419-01-26T06:44:37+00:00,Annular solar eclipse,30,02
2419-07-23T04:16:45+00:00,Annular solar eclipse,17,02
2419-12-17T07:40:07+00:00,Partial solar eclipse,,
2420-01-15T18:30:39+00:00,Partial solar eclipse,,
2420-06-11T16:17:02+00:00,Partial solar eclipse,,
2420-12-05T23:23:52+00:00,Total solar eclipse,44,01
2421-05-31T18:32:59+00:00,Annular solar eclipse,32,02
2421-11-25T11:51:41+00:00,Annular solar eclipse,06,01
2422-05-21T03:34:51+00:00,Total solar eclipse,56,02
2422-11-14T17:27:40+00:00,Annular solar eclipse,01,08
2423-04-11T10:32:40+00:00,Partial solar eclipse,,
2423-05-10T18:35:17+00:00,Partial solar eclipse,,
2423-11-03T17:24:51+00:00,Partial solar eclipse,,
2424-03-31T02:10:10+00:00,Total solar eclipse,55,01
2424-09-23T05:09:46+00:00,Annular solar eclipse,08,01
2425-03-20T12:41:12+00:00,Annular solar eclipse,02,03
2425-09-12T17:18:07+00:00,Total solar eclipse,47,04
2426-03-09T15:44:45+00:00,Annular solar eclipse,38,07
2426-09-02T09:48:47+00:00,Total solar eclipse,14,05
2427-02-26T15:03:45+00:00,Partial solar eclipse,,
2427-07-24T17:18:10+00:00,Partial solar eclipse,,
2427-08-23T02:04:51+00:00,Partial solar eclipse,,
2428-01-17T04:07:20+00:00,Annular solar eclipse,13,01
2428-07-13T01:23:55+00:00,Annular solar eclipse,50,03
2429-01-05T17:22:56+00:00,Total solar eclipse,56,03
2429-07-02T03:04:30+00:00,Annular solar eclipse,01,06
2429-12-26T09:07:20+00:00,Total solar eclipse,57,02
2430-06-21T04:29:27+00:00,Partial solar eclipse,,
2430-12-15T22:37:29+00:00,Partial solar eclipse,,
2431-05-12T02:43:30+00:00,Total solar eclipse,27,02
2431-11-05T12:45:40+00:00,Annular solar eclipse,15,07
2432-04-30T18:37:31+00:00,Total solar eclipse,56,05
2432-10-24T12:19:58+00:00,Annular solar eclipse,01,08
2433-04-20T11:01:32+00:00,Total solar eclipse,21,03
2433-10-13T15:20:16+00:00,Annular solar eclipse,23,02
2434-03-11T09:12:47+00:00,Partial solar eclipse,,
2434-04-09T23:15:24+00:00,Partial solar eclipse,,
2434-09-03T17:04:08+00:00,Partial solar eclipse,,
2434-10-03T01:46:03+00:00,Partial solar eclipse,,
2435-02-28T10:29:45+00:00,Annular solar eclipse,05,07
2435-08-24T10:03:12+00:00,Total solar eclipse,35,04
2436-02-17T10:05:24+00:00,Annular solar eclipse,12,07
2436-08-13T01:29:33+00:00,Total solar eclipse,21,03
2437-02-05T15:11:25+00:00,Annular solar eclipse,58,01
2437-08-02T11:06:01+00:00,Annular solar eclipse,33,02
2437-12-27T16:29:07+00:00,Partial solar eclipse,,
2438-01-26T03:17:37+00:00,Partial solar eclipse,,
2438-06-22T22:46:47+00:00,Partial solar eclipse,,
2438-12-17T08:05:40+00:00,Total solar eclipse,30,01
2439-06-12T01:25:22+00:00,Annular solar eclipse,59,01
2439-12-06T20:11:47+00:00,Annular solar eclipse,36,01
2440-05-31T10:58:15+00:00,Total solar eclipse,33,03
2440-11-25T01:18:39+00:00,Annular solar eclipse,52,08
2441-04-21T18:37:49+00:00,Partial solar eclipse,,
2441-05-21T02:20:11+00:00,Partial solar eclipse,,
2441-11-14T00:59:17+00:00,Partial solar eclipse,,
2442-04-11T10:14:04+00:00,Total solar eclipse,45,01
2442-10-04T12:43:00+00:00,Annular solar eclipse,08,01
2443-03-31T20:30:25+00:00,Annular solar eclipse,02,03
2443-09-24T01:04:47+00:00,Total solar eclipse,39,04
2444-03-19T23:21:38+00:00,Annular solar eclipse,53,07
2444-09-12T17:35:35+00:00,Total solar eclipse,24,05
2445-03-08T22:49:34+00:00,Partial solar eclipse,,
2445-08-04T00:27:22+00:00,Partial solar eclipse,,
2445-09-02T09:35:13+00:00,Partial solar eclipse,,
2446-01-27T12:43:51+00:00,Annular solar eclipse,53,00
2446-07-24T08:03:11+00:00,Annular solar eclipse,13,04
2447-01-17T02:14:03+00:00,Total solar eclipse,03,04
2447-07-13T09:29:35+00:00,Annular solar eclipse,18,06
2448-01-06T17:57:07+00:00,Total solar eclipse,51,02
2448-07-01T11:10:16+00:00,Annular solar eclipse,26,02
2448-12-26T07:10:41+00:00,Partial solar eclipse,,
2449-05-22T10:19:15+00:00,Total solar eclipse,24,02
2449-11-15T20:23:56+00:00,Annular solar eclipse,35,07
2450-05-12T02:29:44+00:00,Total solar eclipse,19,06
2450-11-04T19:49:31+00:00,Annular solar eclipse,30,08
2451-05-01T18:53:37+00:00,Total solar eclipse,28,03
2451-10-24T23:03:09+00:00,Annular solar eclipse,21,02
2452-03-21T17:01:31+00:00,Partial solar eclipse,,
2452-04-20T06:54:27+00:00,Partial solar eclipse,,
2452-09-14T00:49:17+00:00,Partial solar eclipse,,
2452-10-13T09:44:05+00:00,Partial solar eclipse,,
2453-03-10T18:09:42+00:00,Annular solar eclipse,04,07
2453-09-03T17:43:48+00:00,Total solar eclipse,15,04
2454-02-27T18:01:47+00:00,Annular solar eclipse,40,06
2454-08-24T08:48:47+00:00,Total solar eclipse,50,02
2455-02-16T23:36:27+00:00,Annular solar eclipse,25,01
2455-08-13T17:54:37+00:00,Annular solar eclipse,52,02
2456-01-08T01:21:04+00:00,Partial solar eclipse,,
2456-02-06T12:03:15+00:00,Partial solar eclipse,,
2456-07-03T05:13:16+00:00,Partial solar eclipse,,
2456-12-27T16:51:25+00:00,Total solar eclipse,19,01
2457-06-22T08:16:13+00:00,Annular solar eclipse,32,01
2457-12-17T04:35:27+00:00,Annular solar eclipse,04,02
2458-06-11T18:19:40+00:00,Total solar eclipse,04,04
2458-12-06T09:14:46+00:00,Annular solar eclipse,34,09
2459-05-03T02:35:54+00:00,Partial solar eclipse,,
2459-06-01T09:59:50+00:00,Total solar eclipse,,
2459-11-25T08:41:41+00:00,Partial solar eclipse,,
2460-04-21T18:09:49+00:00,Total solar eclipse,34,01
2460-10-14T20:25:57+00:00,Annular solar eclipse,09,01
2461-04-11T04:10:36+00:00,Annular solar eclipse,02,03
2461-10-04T09:00:22+00:00,Total solar eclipse,30,04
2462-03-31T06:49:44+00:00,Annular solar eclipse,07,08
2462-09-24T01:28:08+00:00,Total solar eclipse,28,05
2463-03-20T06:27:54+00:00,Partial solar eclipse,,
2463-08-15T07:37:35+00:00,Partial solar eclipse,,
2463-09-13T17:10:28+00:00,Partial solar eclipse,,
2464-02-07T21:17:16+00:00,Annular solar eclipse,31,00
2464-08-03T14:43:00+00:00,Annular solar eclipse,32,04
2465-01-27T11:03:49+00:00,Total solar eclipse,11,04
2465-07-23T15:54:48+00:00,Annular solar eclipse,35,06
2466-01-17T02:47:01+00:00,Total solar eclipse,48,02
2466-07-12T17:50:51+00:00,Annular solar eclipse,18,02
2467-01-06T15:46:09+00:00,Partial solar eclipse,,
2467-06-02T17:48:24+00:00,Partial solar eclipse,,
2467-11-27T04:10:21+00:00,Annular solar eclipse,,
2468-05-22T10:15:11+00:00,Total solar eclipse,41,06
2468-11-15T03:28:23+00:00,Annular solar eclipse,59,08
2469-05-12T02:39:07+00:00,Total solar eclipse,36,03
2469-11-04T06:55:37+00:00,Annular solar eclipse,19,02
2470-05-01T14:25:40+00:00,Partial solar eclipse,,
2470-09-25T08:39:57+00:00,Partial solar eclipse,,
2470-10-24T17:49:29+00:00,Partial solar eclipse,,
2471-03-22T01:43:37+00:00,Annular solar eclipse,00,07
2471-09-15T01:29:11+00:00,Total solar eclipse,54,03
2472-03-10T01:52:11+00:00,Annular solar eclipse,08,06
2472-09-03T16:12:54+00:00,Total solar eclipse,19,02
2473-02-27T07:56:51+00:00,Annular solar eclipse,53,00
2473-08-24T00:46:32+00:00,Annular solar eclipse,12,03
2474-01-18T10:12:11+00:00,Partial solar eclipse,,
2474-02-16T20:44:52+00:00,Partial solar eclipse,,
2474-07-14T11:40:30+00:00,Partial solar eclipse,,
2474-08-13T02:43:56+00:00,Partial solar eclipse,,
2475-01-08T01:37:52+00:00,Total solar eclipse,10,01
2475-07-03T15:05:22+00:00,Annular solar eclipse,11,01
2475-12-28T13:01:54+00:00,Annular solar eclipse,27,02
2476-06-22T01:38:29+00:00,Total solar eclipse,25,04
2476-12-16T17:15:18+00:00,Annular solar eclipse,04,10
2477-06-11T17:35:28+00:00,Total solar eclipse,53,04
2477-12-05T16:32:05+00:00,Partial solar eclipse,,
2478-05-03T01:55:59+00:00,Total solar eclipse,20,01
2478-10-26T04:18:22+00:00,Partial solar eclipse,,
2479-04-22T11:40:30+00:00,Annular solar eclipse,01,03
2479-10-15T17:04:11+00:00,Total solar eclipse,18,04
2480-04-10T14:07:46+00:00,Annular solar eclipse,18,08
2480-10-04T09:27:58+00:00,Total solar eclipse,26,05
2481-03-30T14:00:07+00:00,Partial solar eclipse,,
2481-08-25T14:49:25+00:00,Partial solar eclipse,,
2481-09-24T00:49:51+00:00,Partial solar eclipse,,
2482-02-18T05:48:52+00:00,Annular solar eclipse,09,00
2482-08-14T21:23:36+00:00,Annular solar eclipse,45,04
2483-02-07T19:51:56+00:00,Total solar eclipse,20,04
2483-08-03T22:21:18+00:00,Annular solar eclipse,50,06
2484-01-28T11:35:53+00:00,Total solar eclipse,48,02
2484-07-23T00:34:34+00:00,Annular solar eclipse,10,02
2485-01-17T00:19:53+00:00,Partial solar eclipse,,
2485-06-13T01:16:18+00:00,Partial solar eclipse,,
2485-07-12T09:35:02+00:00,Partial solar eclipse,,
2485-12-07T12:02:00+00:00,Annular solar eclipse,,
2486-06-02T17:55:28+00:00,Total solar eclipse,59,06
2486-11-26T11:15:08+00:00,Annular solar eclipse,26,09
2487-05-23T10:16:15+00:00,Total solar eclipse,43,03
2487-11-15T14:57:35+00:00,Annular solar eclipse,16,02
2488-05-11T21:45:56+00:00,Partial solar eclipse,,
2488-11-04T02:04:56+00:00,Partial solar eclipse,,
2489-04-01T09:07:55+00:00,Annular solar eclipse,50,06
2489-09-25T09:20:22+00:00,Total solar eclipse,32,03
2490-03-21T09:36:11+00:00,Annular solar eclipse,36,05
2490-09-14T23:40:38+00:00,Total solar eclipse,47,01
2491-03-10T16:11:57+00:00,Annular solar eclipse,20,00
2491-09-04T07:41:15+00:00,Annular solar eclipse,34,03
2492-01-29T19:03:43+00:00,Partial solar eclipse,,
2492-02-28T05:22:53+00:00,Partial solar eclipse,,
2492-07-24T18:08:32+00:00,Partial solar eclipse,,
2492-08-23T09:17:49+00:00,Partial solar eclipse,,
2493-01-18T10:24:30+00:00,Total solar eclipse,02,01
2493-07-13T21:56:36+00:00,Annular solar eclipse,56,00
2494-01-07T21:30:21+00:00,Annular solar eclipse,46,02
2494-07-03T08:56:16+00:00,Total solar eclipse,40,04
2494-12-28T01:19:29+00:00,Annular solar eclipse,22,10
2495-06-23T01:08:06+00:00,Total solar eclipse,39,05
2495-12-17T00:27:39+00:00,Partial solar eclipse,,
2496-05-13T09:34:25+00:00,Total solar eclipse,02,01
2496-11-05T12:20:23+00:00,Partial solar eclipse,,
2497-05-02T19:01:52+00:00,Annular solar eclipse,59,02
2497-10-26T01:15:23+00:00,Total solar eclipse,06,04
2498-04-21T21:17:12+00:00,Annular solar eclipse,26,08
2498-10-15T17:34:44+00:00,Total solar eclipse,21,05
2499-04-10T21:22:39+00:00,Partial solar eclipse,,
2499-09-05T22:05:19+00:00,Partial solar eclipse,,
2499-10-05T08:36:23+00:00,Partial solar eclipse,,
2500-03-01T14:14:47+00:00,Hybrid or annular/total solar eclipse,12,00
2500-08-26T04:08:16+00:00,Annular solar eclipse,53,04
2501-02-19T04:35:21+00:00,Total solar eclipse,31,04
2501-08-15T04:52:08+00:00,Annular solar eclipse,01,07
2502-02-08T20:22:29+00:00,Total solar eclipse,49,02
2502-08-04T07:19:53+00:00,Annular solar eclipse,03,02
2503-01-29T08:53:33+00:00,Partial solar eclipse,,
2503-06-25T08:40:22+00:00,Partial solar eclipse,,
2503-07-24T16:46:37+00:00,Partial solar eclipse,,
2503-12-19T19:59:21+00:00,Partial solar eclipse,,
2504-06-14T01:31:03+00:00,Total solar eclipse,10,07
2504-12-07T19:10:09+00:00,Annular solar eclipse,46,09
2505-06-03T17:48:02+00:00,Total solar eclipse,50,03
2505-11-26T23:07:04+00:00,Annular solar eclipse,13,02
2506-05-24T04:59:35+00:00,Partial solar eclipse,,
2506-11-16T10:27:38+00:00,Partial solar eclipse,,
2507-04-13T16:23:43+00:00,Annular solar eclipse,,
2507-10-07T17:18:18+00:00,Total solar eclipse,07,03
2508-04-01T17:13:22+00:00,Annular solar eclipse,06,05
2508-09-26T07:14:51+00:00,Hybrid or annular/total solar eclipse,14,01
2509-03-22T00:20:47+00:00,Hybrid or annular/total solar eclipse,12,00
2509-09-15T14:42:15+00:00,Annular solar eclipse,58,03
2510-02-10T03:51:56+00:00,Partial solar eclipse,,
2510-03-11T13:54:45+00:00,Partial solar eclipse,,
2510-08-06T00:38:56+00:00,Partial solar eclipse,,
2510-09-04T15:56:49+00:00,Partial solar eclipse,,
2511-01-30T19:09:33+00:00,Total solar eclipse,57,00
2511-07-26T04:49:26+00:00,Annular solar eclipse,45,00
